Code,Name,Market
00838B,永豐7-10年中國債,TWO
00840B,凱基IG精選15+,TWO
00841B,凱基AAA-AA公司債,TWO
00842B,台新美元銀行債,TWO
00844B,新光15年IG金融債,TWO
00845B,富邦新興投等債,TWO
00846B,富邦歐洲銀行債,TWO
00847B,中信美國市政債,TWO
00848B,中信新興亞洲債,TWO
00849B,中信EM主權債0-5,TWO
00853B,統一美債10年Aa-A,TWO
00856B,永豐1-3年美公債,TWO
00857B,永豐20年美公債,TWO
858,永豐美國500大,TWO
00859B,群益0-1年美債,TWO
00860B,群益1-5Y投資級債,TWO
00862B,中信投資級公司債,TWO
00863B,中信全球電信債,TWO
00864B,中信美國公債0-1,TWO
00867B,新光A-BBB電信債,TWO
00870B,元大15年EM主權債,TWO
877,復華中國5G,TWO
00883B,中信ESG投資級債,TWO
00884B,中信低碳新興債,TWO
886,永豐美國科技,TWO
887,永豐中國科技50大,TWO
888,永豐台灣ESG,TWO
00890B,凱基ESG,TWO
928,中信上櫃ESG,TWO
00931B,統一美債20年,TWO
00933B,國泰10Y+金融債,TWO
00937B,群益ESG投等債20+,TWO
00942B,台新美A公司債20+,TWO
00948B,中信優息投資級債,TWO
00950B,凱基A級公司債,TWO
955,中信日本商社,TWO
00957B,兆豐US優選投等債,TWO
00958B,永豐ESG銀行債15+,TWO
00959B,大華投等美債15Y+,TWO
00966B,統一ESG投等債15+,TWO
00967B,元大優息美債,TWO
00968B,元大優息投等債,TWO
00969B,元大零息超長美債,TWO
00970B,新光BBB投等債20+,TWO
9806,台新標普500,TWO
9807,台新標普科技精選,TWO
00980B,台新特選IG債10+,TWO
00980D,主動聯博投等入息,TWO
00980T,平衡凱基美國TOP,TWO
00981B,第一金優選非投債,TWO
00982B,FT投資級債20+,TWO
00983B,大華優利美公債20,TWO
00984B,大華優利美A債15,TWO
20001,富邦存股雙十N,TWO
02001B,統一美國政府債N,TWO
20023,元大櫃買半導體N,TWO
20025,統一亞洲半導體N,TWO
20027,元大上櫃ESG成長N,TWO
20033,統一恆生科期N,TWO
20035,元大上櫃ESG高息N,TWO
20040,元大上櫃ESG龍頭N,TWO
20041,兆豐半導體氣候N,TWO
1240,茂生農經,TWO
1259,安心,TWO
1264,德麥,TWO
1268,漢來美食,TWO
1294,漢田生技,TWO
1295,生合,TWO
1336,台翰,TWO
1565,精華,TWO
1569,濱川,TWO
1570,力肯,TWO
1580,新麥,TWO
1584,精剛,TWO
1586,和勤,TWO
1591,駿吉-KY,TWO
1593,祺驊,TWO
1595,川寶,TWO
1599,宏佳騰,TWO
1742,台蠟,TWO
1777,生泰,TWO
1781,合世,TWO
1784,訊聯,TWO
1785,光洋科,TWO
1788,杏昌,TWO
1796,金穎生技,TWO
1799,易威,TWO
1813,寶利徠,TWO
1815,富喬,TWO
2035,唐榮,TWO
2061,風青,TWO
2063,世鎧,TWO
2064,晉椿,TWO
2065,世豐,TWO
2066,世德,TWO
2067,嘉鋼,TWO
2070,精湛,TWO
2073,雄順,TWO
2221,大甲,TWO
2230,泰茂,TWO
2235,謚源,TWO
2596,綠意,TWO
2640,大車隊,TWO
2641,正德,TWO
2643,捷迅,TWO
2718,全心投控,TWO
2719,燦星旅,TWO
2724,藝舍-KY,TWO
2726,雅茗-KY,TWO
2729,瓦城,TWO
2732,六角,TWO
2734,易飛網,TWO
2736,富野,TWO
2740,天蔥,TWO
2743,山富,TWO
2745,五福,TWO
2751,王座,TWO
2752,豆府,TWO
2754,亞洲藏壽司,TWO
2755,揚秦,TWO
2756,聯發國際,TWO
2916,滿心,TWO
2924,宏太-KY,TWO
2926,誠品生活,TWO
2937,集雅社,TWO
2941,米斯特,TWO
2947,振宇五金,TWO
2948,寶陞,TWO
2949,欣新網,TWO
3064,泰偉,TWO
3066,李洲,TWO
3067,全域,TWO
3071,協禧,TWO
3073,天方能源,TWO
3078,僑威,TWO
3081,聯亞,TWO
3083,網龍,TWO
3085,新零售,TWO
3086,華義,TWO
3088,艾訊,TWO
3093,港建*,TWO
3095,及成,TWO
3105,穩懋,TWO
3114,好德,TWO
3115,富榮綱,TWO
3118,進階,TWO
3122,笙泉,TWO
3128,昇銳,TWO
3131,弘塑,TWO
3141,晶宏,TWO
3147,大綜,TWO
3152,璟德,TWO
3162,精確,TWO
3163,波若威,TWO
3169,亞信,TWO
3171,炎洲流通,TWO
3176,基亞,TWO
3178,公準,TWO
3188,鑫龍騰,TWO
3191,雲嘉南,TWO
3205,佰研,TWO
3206,志豐,TWO
3207,耀勝,TWO
3211,順達,TWO
3213,茂訊,TWO
3217,優群,TWO
3218,大學光,TWO
3219,倚強科,TWO
3221,台嘉碩,TWO
3224,三顧,TWO
3226,龍鋒,TWO
3227,原相,TWO
3228,金麗科,TWO
3230,錦明,TWO
3232,昱捷,TWO
3234,光環,TWO
3236,千如,TWO
3252,海灣,TWO
3259,鑫創,TWO
3260,威剛,TWO
3264,欣銓,TWO
3265,台星科,TWO
3268,海德威,TWO
3272,東碩,TWO
3276,宇環,TWO
3284,太普高,TWO
3285,微端,TWO
3287,廣寰科,TWO
3288,點晶,TWO
3289,宜特,TWO
3290,東浦,TWO
3293,鈊象,TWO
3294,英濟,TWO
3297,杭特,TWO
3303,岱稜,TWO
3306,鼎天,TWO
3310,佳穎,TWO
3313,斐成,TWO
3317,尼克森,TWO
3322,建舜電,TWO
3323,加百裕,TWO
3324,雙鴻,TWO
3325,旭品,TWO
3332,幸康,TWO
3339,泰谷,TWO
3349,寶德,TWO
3354,律勝,TWO
3357,臺慶科,TWO
3360,尚立,TWO
3362,先進光,TWO
3363,上詮,TWO
3372,典範,TWO
3373,熱映,TWO
3374,精材,TWO
3379,彬台,TWO
3388,崇越電,TWO
3390,旭軟,TWO
3402,漢科,TWO
3426,台興,TWO
3430,奇鈦科,TWO
3434,哲固,TWO
3438,類比科,TWO
3441,聯一光,TWO
3444,利機,TWO
3455,由田,TWO
3465,進泰電子,TWO
3466,德晉,TWO
3467,台灣精材,TWO
3479,安勤,TWO
3483,力致,TWO
3484,崧騰,TWO
3489,森寶,TWO
3490,單井,TWO
3491,昇達科,TWO
3492,長盛,TWO
3498,陽程,TWO
3499,環天科,TWO
3508,位速,TWO
3511,矽瑪,TWO
3512,皇龍,TWO
3516,亞帝歐,TWO
3520,華盈,TWO
3521,鴻翊,TWO
3522,御嵿,TWO
3523,迎輝,TWO
3526,凡甲,TWO
3527,聚積,TWO
3529,力旺,TWO
3531,先益,TWO
3537,堡達,TWO
3540,曜越,TWO
3541,西柏,TWO
3546,宇峻,TWO
3548,兆利,TWO
3551,世禾,TWO
3552,同致,TWO
3555,博士旺,TWO
3556,禾瑞亞,TWO
3558,神準,TWO
3564,其陽,TWO
3567,逸昌,TWO
3570,大塚,TWO
3577,泓格,TWO
3580,友威科,TWO
3581,博磊,TWO
3587,閎康,TWO
3594,磐儀,TWO
3597,映興,TWO
3609,三一東林,TWO
3611,鼎翰,TWO
3615,安可,TWO
3623,富晶通,TWO
3624,光頡,TWO
3625,西勝,TWO
3628,盈正,TWO
3629,地心引力,TWO
3630,新鉅科,TWO
3631,晟楠,TWO
3632,研勤,TWO
3646,艾恩特,TWO
3663,鑫科,TWO
3664,安瑞-KY,TWO
3666,光耀,TWO
3672,康聯訊,TWO
3675,德微,TWO
3680,家登,TWO
3684,榮昌,TWO
3685,元創精密,TWO
3687,歐買尬,TWO
3689,湧德,TWO
3691,碩禾,TWO
3693,營邦,TWO
3707,漢磊,TWO
3709,鑫聯大投控,TWO
3710,連展投控,TWO
3713,新晶投控,TWO
4102,永日,TWO
4105,東洋,TWO
4107,邦特,TWO
4109,加捷生醫,TWO
4111,濟生,TWO
4113,聯上,TWO
4114,健喬,TWO
4116,明基醫,TWO
4120,友華,TWO
4121,優盛,TWO
4123,晟德,TWO
4126,太醫,TWO
4127,天良,TWO
4128,中天,TWO
4129,聯合,TWO
4130,健亞,TWO
4131,浩泰,TWO
4138,曜亞,TWO
4139,馬光-KY,TWO
4147,中裕,TWO
4153,鈺緯,TWO
4154,樂威科-KY,TWO
4157,太景*-KY,TWO
4160,訊聯基因,TWO
4161,聿新科,TWO
4162,智擎,TWO
4163,鐿鈦,TWO
4166,友霖,TWO
4167,松瑞藥,TWO
4168,醣聯,TWO
4171,瑞基,TWO
4173,久裕,TWO
4174,浩鼎,TWO
4175,杏一,TWO
4183,福永生技,TWO
4188,安克,TWO
4192,杏國,TWO
4198,欣大健康,TWO
4205,中華食,TWO
4207,環泰,TWO
4303,信立,TWO
4304,勝昱,TWO
4305,世坤,TWO
4401,東隆興,TWO
4402,郡都開發,TWO
4406,新昕纖,TWO
4413,飛寶企業,TWO
4416,三圓,TWO
4417,金洲,TWO
4419,皇家美食,TWO
4420,光明,TWO
4430,耀億,TWO
4432,銘旺實,TWO
4433,興采,TWO
4442,竣邦-KY,TWO
4502,健信,TWO
4503,金雨,TWO
4506,崇友,TWO
4510,高鋒,TWO
4513,福裕,TWO
4523,永彰,TWO
4527,方土霖,TWO
4528,江興鍛,TWO
4529,淳紳,TWO
4530,宏易,TWO
4533,協易機,TWO
4534,慶騰,TWO
4535,至興,TWO
4538,大詠城,TWO
4541,晟田,TWO
4542,科嶠,TWO
4543,萬在,TWO
4549,桓達,TWO
4550,長佳,TWO
4554,橙的,TWO
4556,旭然,TWO
4558,寶緯,TWO
4561,健椿,TWO
4563,百德,TWO
4568,科際精密,TWO
4577,達航科技,TWO
4580,捷流閥業,TWO
4584,君帆,TWO
4609,唐鋒,TWO
4702,中美實,TWO
4706,大恭,TWO
4707,磐亞,TWO
4711,永純,TWO
4714,永捷,TWO
4716,大立,TWO
4721,美琪瑪,TWO
4726,永昕,TWO
4728,雙美,TWO
4729,熒茂,TWO
4735,豪展,TWO
4741,泓瀚,TWO
4743,合一,TWO
4744,皇將,TWO
4745,合富-KY,TWO
4747,強生,TWO
4749,新應材,TWO
4754,國碳科,TWO
4760,勤凱,TWO
4767,誠泰科技,TWO
4768,晶呈科技,TWO
4772,台特化,TWO
4804,大略-KY,TWO
4806,桂田文創,TWO
4903,聯光通,TWO
4905,台聯電,TWO
4907,富宇,TWO
4908,前鼎,TWO
4909,新復興,TWO
4911,德英,TWO
4923,力士,TWO
4924,欣厚-KY,TWO
4931,新盛力,TWO
4933,友輝,TWO
4939,亞電,TWO
4945,陞達科技,TWO
4946,辣椒,TWO
4950,金耘國際,TWO
4951,精拓科,TWO
4953,緯軟,TWO
4966,譜瑞-KY,TWO
4971,IET-KY,TWO
4972,湯石照明,TWO
4973,廣穎,TWO
4974,亞泰,TWO
4979,華星光,TWO
4987,科誠,TWO
4991,環宇-KY,TWO
4995,晶達,TWO
5009,榮剛,TWO
5011,久陽,TWO
5013,強新,TWO
5014,建錩,TWO
5015,華祺,TWO
5016,松和,TWO
5201,凱衛,TWO
5202,力新,TWO
5205,中茂,TWO
5206,坤悅,TWO
5209,新鼎,TWO
5210,寶碩,TWO
5211,蒙恬,TWO
5212,凌網,TWO
5213,亞昕,TWO
5220,萬達光電,TWO
5223,安力-KY,TWO
5227,立凱-KY,TWO
5228,鈺鎧,TWO
5230,雷笛克光學,TWO
5236,凌陽創新,TWO
5245,智晶,TWO
5251,天鉞電,TWO
5263,智崴,TWO
5272,笙科,TWO
5274,信驊,TWO
5276,達輝-KY,TWO
5278,尚凡*,TWO
5287,數字,TWO
5289,宜鼎,TWO
5291,邑昇,TWO
5299,杰力,TWO
5301,寶得利,TWO
5302,太欣,TWO
5309,系統電,TWO
5310,天剛,TWO
5312,寶島科,TWO
5314,世紀*,TWO
5315,光聯,TWO
5321,美而快,TWO
5324,士開,TWO
5328,華容,TWO
5340,建榮,TWO
5344,立衛,TWO
5345,馥鴻,TWO
5347,世界,TWO
5348,正能量智能,TWO
5351,鈺創,TWO
5353,台林,TWO
5355,佳總,TWO
5356,協益,TWO
5364,力麗店,TWO
5371,中光電,TWO
5381,合正,TWO
5386,青雲,TWO
5392,能率,TWO
5398,慕康生醫,TWO
5403,中菲,TWO
5410,國眾,TWO
5425,台半,TWO
5426,振發,TWO
5432,新門,TWO
5438,東友,TWO
5439,高技,TWO
5443,均豪,TWO
5450,南良,TWO
5452,佶優,TWO
5455,昇益,TWO
5457,宣德,TWO
5460,同協,TWO
5464,霖宏,TWO
5465,富驊,TWO
5468,凱鈺,TWO
5474,聰泰,TWO
5475,德宏,TWO
5478,智冠,TWO
5481,新華,TWO
5483,中美晶,TWO
5487,通泰,TWO
5488,松普,TWO
5489,彩富,TWO
5490,同亨,TWO
5493,三聯,TWO
5498,凱崴,TWO
5508,永信建,TWO
5511,德昌,TWO
5512,力麒,TWO
5514,三豐,TWO
5516,雙喜,TWO
5520,力泰,TWO
5523,豐謙,TWO
5529,鉅陞,TWO
5530,龍巖,TWO
5536,聖暉*,TWO
5543,桓鼎-KY,TWO
5548,安倉,TWO
5601,台聯櫃,TWO
5603,陸海,TWO
5604,中連,TWO
5609,中菲行,TWO
5701,劍湖山,TWO
5703,亞都,TWO
5704,老爺知,TWO
5864,致和證,TWO
5878,台名,TWO
5902,德記,TWO
5903,全家,TWO
5904,寶雅,TWO
5905,南仁湖,TWO
6015,宏遠證,TWO
6016,康和證,TWO
6020,大展證,TWO
6021,美好證,TWO
6023,元大期,TWO
6026,福邦證,TWO
6101,寬魚國際,TWO
6103,合邦,TWO
6104,創惟,TWO
6109,亞元,TWO
6111,大宇資,TWO
6113,亞矽,TWO
6114,久威,TWO
6118,建達,TWO
6121,新普,TWO
6122,擎邦,TWO
6123,上奇,TWO
6124,業強,TWO
6125,廣運,TWO
6126,信音,TWO
6127,九豪,TWO
6129,普誠,TWO
6130,上亞科技,TWO
6134,萬旭,TWO
6138,茂達,TWO
6140,訊達,TWO
6143,振曜,TWO
6144,得利影,TWO
6146,耕興,TWO
6147,頎邦,TWO
6148,驊宏資,TWO
6150,撼訊,TWO
6151,晉倫,TWO
6154,順發,TWO
6156,松上,TWO
6158,禾昌,TWO
6160,欣技,TWO
6161,捷波,TWO
6163,華電網,TWO
6167,久正,TWO
6169,昱泉,TWO
6170,統振,TWO
6171,大城地產,TWO
6173,信昌電,TWO
6174,安碁,TWO
6175,立敦,TWO
6179,亞通,TWO
6180,橘子,TWO
6182,合晶,TWO
6185,幃翔,TWO
6186,新潤,TWO
6187,萬潤,TWO
6188,廣明,TWO
6190,萬泰科,TWO
6194,育富,TWO
6195,詩肯,TWO
6198,瑞築,TWO
6199,天品,TWO
6203,海韻電,TWO
6204,艾華,TWO
6207,雷科,TWO
6208,日揚,TWO
6210,慶生,TWO
6212,理銘,TWO
6217,中探針,TWO
6218,豪勉,TWO
6219,富旺,TWO
6220,岳豐,TWO
6221,晉泰,TWO
6222,立軒,TWO
6223,旺矽,TWO
6227,茂綸,TWO
6228,全譜,TWO
6229,研通,TWO
6231,系微,TWO
6233,旺玖,TWO
6234,高僑,TWO
6236,中湛,TWO
6237,驊訊,TWO
6240,松崗,TWO
6241,易通展,TWO
6242,立康,TWO
6244,茂迪,TWO
6245,立端,TWO
6246,臺龍,TWO
6248,沛波,TWO
6259,百徽,TWO
6261,久元,TWO
6263,普萊德,TWO
6264,富裔,TWO
6265,方土昶,TWO
6266,泰詠,TWO
6270,倍微,TWO
6274,台燿,TWO
6275,元山,TWO
6276,安鈦克,TWO
6279,胡連,TWO
6284,佳邦,TWO
6290,良維,TWO
6291,沛亨,TWO
6292,迅德,TWO
6294,智基,TWO
6411,晶焱,TWO
6417,韋僑,TWO
6418,詠昇,TWO
6419,京晨科,TWO
6425,易發,TWO
6432,今展科,TWO
6435,大中,TWO
6441,廣錠,TWO
6461,益得,TWO
6462,神盾,TWO
6465,威潤,TWO
6469,大樹,TWO
6470,宇智,TWO
6482,弘煜科,TWO
6485,點序,TWO
6486,互動,TWO
6488,環球晶,TWO
6492,生華科,TWO
6494,九齊,TWO
6496,科懋,TWO
6498,久禾光,TWO
6499,益安,TWO
6506,雙邦,TWO
6508,惠光,TWO
6509,聚和,TWO
6510,精測,TWO
6512,啟發電,TWO
6516,勤崴國際,TWO
6517,保勝光學,TWO
6523,達爾膚,TWO
6527,明達醫,TWO
6530,創威,TWO
6532,瑞耘,TWO
6535,順藥,TWO
6538,倉和,TWO
6542,隆中,TWO
6546,正基,TWO
6547,高端疫苗,TWO
6548,長科*,TWO
6556,勝品,TWO
6560,欣普羅,TWO
6561,是方,TWO
6568,宏觀,TWO
6569,醫揚,TWO
6570,維田,TWO
6574,霈方,TWO
6576,逸達,TWO
6577,勁豐,TWO
6578,達邦蛋白,TWO
6584,南俊國際,TWO
6588,東典光電,TWO
6590,普鴻,TWO
6593,台灣銘板,TWO
6596,寬宏藝術,TWO
6597,立誠,TWO
6603,富強鑫,TWO
6609,瀧澤科,TWO
6612,奈米醫材,TWO
6613,朋億*,TWO
6615,慧智,TWO
6616,特昇-KY,TWO
6617,共信-KY,TWO
6624,萬年清,TWO
6629,泰金-KY,TWO
6637,醫影,TWO
6640,均華,TWO
6642,富致,TWO
6643,M31,TWO
6649,台生材,TWO
6651,全宇昕,TWO
6654,天正國際,TWO
6661,威健生技,TWO
6662,樂斯科,TWO
6664,群翊,TWO
6667,信紘科,TWO
6679,鈺太,TWO
6680,鑫創電子,TWO
6683,雍智科技,TWO
6684,安格,TWO
6690,安碁資訊,TWO
6692,進能服,TWO
6693,廣閎科,TWO
6697,東捷資訊,TWO
6703,軒郁,TWO
6708,天擎,TWO
6712,長聖,TWO
6716,應廣,TWO
6720,久昌,TWO
6721,信實,TWO
6727,亞泰金屬,TWO
6728,上洋,TWO
6732,昇佳電子,TWO
6733,博晟生醫,TWO
6735,美達科技,TWO
6739,竹陞科技,TWO
6741,91APP*-KY,TWO
6747,亨泰光,TWO
6751,智聯服務,TWO
6752,叡揚,TWO
6761,穩得,TWO
6762,達亞,TWO
6763,綠界科技*,TWO
6767,台微醫,TWO
6785,昱展新藥,TWO
6788,華景電,TWO
6791,虎門科技,TWO
6803,崑鼎,TWO
6804,明係,TWO
6811,宏碁資訊,TWO
6821,聯寶,TWO
6823,濾能,TWO
6829,千附精密,TWO
6840,東研信超,TWO
6841,長佳智能,TWO
6843,進典,TWO
6844,諾貝兒,TWO
6846,綠茵,TWO
6855,數泓科,TWO
6856,鑫傳,TWO
6859,伯特光,TWO
6865,偉康科技,TWO
6870,騰雲,TWO
6872,浩宇生醫,TWO
6874,倍力,TWO
6875,國邑*,TWO
6877,鏵友益,TWO
6881,潤德,TWO
6894,衛司特,TWO
6895,宏碩系統,TWO
6899,創為精密,TWO
6903,巨漢,TWO
6904,伯鑫,TWO
6913,鴻呈,TWO
6922,宸曜,TWO
6925,意藍,TWO
6929,佑全,TWO
6953,家碩,TWO
6967,汎瑋材料,TWO
6968,萬達寵物,TWO
6982,大井泵浦,TWO
6996,力領科技,TWO
6997,博弘,TWO
7402,邑錡,TWO
7547,碩網,TWO
7556,意德士,TWO
7584,樂意,TWO
7642,昶瑞機電,TWO
7703,銳澤,TWO
7704,明遠精密,TWO
7708,全家餐飲,TWO
7709,榮田,TWO
7712,博盛半導體,TWO
7713,威力德生醫,TWO
7714,創泓科技,TWO
7715,裕山,TWO
7718,友鋮,TWO
7723,築間,TWO
7728,光焱科技,TWO
7734,印能科技,TWO
7743,金利食安,TWO
7747,昕奇雲端,TWO
7751,竑騰,TWO
7753,星亞,TWO
8024,佑華,TWO
8027,鈦昇,TWO
8032,光菱,TWO
8034,榮群,TWO
8038,長園科,TWO
8040,九暘,TWO
8042,金山電,TWO
8043,蜜望實,TWO
8044,網家,TWO
8047,星雲,TWO
8048,德勝,TWO
8049,晶采,TWO
8050,廣積,TWO
8054,安國,TWO
8059,凱碩,TWO
8064,東捷,TWO
8066,來思達,TWO
8067,志旭,TWO
8068,全達,TWO
8069,元太,TWO
8071,能率網通,TWO
8074,鉅橡,TWO
8076,伍豐,TWO
8077,洛碁,TWO
8080,泰霖,TWO
8083,瑞穎,TWO
8084,巨虹,TWO
8085,福華,TWO
8086,宏捷科,TWO
8087,麗升能源,TWO
8088,品安,TWO
8089,康全電訊,TWO
8091,翔名,TWO
8092,建暐,TWO
8093,保銳,TWO
8096,擎亞,TWO
8097,常珵,TWO
8099,大世科,TWO
8107,大億金茂,TWO
8109,博大,TWO
8111,立碁,TWO
8121,越峰,TWO
8147,正淩,TWO
8155,博智,TWO
8171,天宇,TWO
8176,智捷,TWO
8182,加高,TWO
8183,精星,TWO
8227,巨有科技,TWO
8234,新漢,TWO
8240,華宏,TWO
8255,朋程,TWO
8272,全景軟體,TWO
8277,商丞,TWO
8279,生展,TWO
8284,三竹,TWO
8289,泰藝,TWO
8291,尚茂,TWO
8299,群聯,TWO
8342,益張,TWO
8349,恒耀,TWO
8354,冠好,TWO
8358,金居,TWO
8383,千附,TWO
8390,金益鼎,TWO
8401,白紗科,TWO
8403,盛弘,TWO
8409,商之器,TWO
8410,森田,TWO
8415,大國鋼,TWO
8416,實威,TWO
8421,旭源,TWO
8423,保綠-KY,TWO
8424,惠普,TWO
8426,紅木-KY,TWO
8431,匯鑽科,TWO
8432,東生華,TWO
8433,弘帆,TWO
8435,鉅邁,TWO
8436,大江,TWO
8437,大地-KY,TWO
8440,綠電,TWO
8444,綠河-KY,TWO
8446,華研,TWO
8450,霹靂,TWO
8455,大拓-KY,TWO
8472,夠麻吉,TWO
8477,創業家,TWO
8489,三貝德,TWO
8905,裕國,TWO
8906,花王,TWO
8908,欣雄,TWO
8916,光隆,TWO
8917,欣泰,TWO
8921,沈氏,TWO
8923,時報,TWO
8924,大田,TWO
8927,北基,TWO
8928,鉅明,TWO
8929,富堡,TWO
8930,青鋼,TWO
8931,大汽電,TWO
8932,智通*,TWO
8933,愛地雅,TWO
8935,邦泰,TWO
8936,國統,TWO
8937,合騏,TWO
8938,明安,TWO
8941,關中,TWO
8942,森鉅,TWO
9949,琉園,TWO
9950,萬國通,TWO
9951,皇田,TWO
9960,邁達康,TWO
9962,有益,TWO

